instruNet waves in merged TEXT form #2

Notes:	
Date & Time:	01/20/2020	17:38:52
ChanName:	Ch1 Vin+	Ch4 Vin+
UserName:	Ch1 Vin+	Ch4 Vin+
vUnits:	Volts	Volts
hUnits:	Secs	Secs
PtsPerScan:	0000010000	0000010000
NumScansBeforeLastScan:	0000000000	0000000000
PtsInLastScan:	0000010000	0000010000
1stPtTime:	+0.000000000e+000	+0.000000000e+000
SamplePeriod:	+2.000000000e-001	+2.000000000e-001
netNum:	01	01
devNum:	01	01
modNum:	01	01
chNum:	001	004
BytesPerRow:	-1	-1
FirstDataByte:	-1	-1
key:	21940	21940
1904secs:	3662402482	3662402482
DataType:	+05	+05
Internal1:	+5.000000000e+000	+5.000000000e+000
External1:	+5.000000000e+000	+5.000000000e+000
Internal2:	-5.000000000e+000	-5.000000000e+000
External2:	-5.000000000e+000	-5.000000000e+000
Secs	Ch1 Vin+	Ch4 Vin+
+1.7650000e+3	+1.1062027e+0	+0.1015742e-2
+1.7652000e+3	+1.1080339e+0	+0.1049039e-2
+1.7654000e+3	+1.1055924e+0	+0.1038336e-2
+1.7656000e+3	+1.1049820e+0	+0.1052607e-2
+1.7658000e+3	+1.0994886e+0	+0.0982445e-2
+1.7660000e+3	+1.1007093e+0	+0.1001472e-2
+1.7662000e+3	+1.0946057e+0	+0.1058553e-2
+1.7664000e+3	+1.0964367e+0	+0.1031201e-2
+1.7666000e+3	+1.1031508e+0	+0.1046661e-2
+1.7668000e+3	+1.0946057e+0	+0.1043093e-2
+1.7670000e+3	+1.0988783e+0	+0.1027634e-2
+1.7672000e+3	+1.0988783e+0	+0.1041904e-2
+1.7674000e+3	+1.0946057e+0	+0.1015742e-2
+1.7676000e+3	+1.0964367e+0	+0.1044282e-2
+1.7678000e+3	+1.1049820e+0	+0.1027634e-2
+1.7680000e+3	+1.0970471e+0	+0.1021688e-2
+1.7682000e+3	+1.0982679e+0	+0.1039526e-2
+1.7684000e+3	+1.1068131e+0	+0.1025255e-2
+1.7686000e+3	+1.0994886e+0	+0.1027634e-2
+1.7688000e+3	+1.1031508e+0	+0.1001472e-2
+1.7690000e+3	+1.1025405e+0	+0.1049039e-2
+1.7692000e+3	+1.0885019e+0	+0.1020499e-2
+1.7694000e+3	+1.1007093e+0	+0.1027634e-2
+1.7696000e+3	+1.1007093e+0	+0.1015742e-2
+1.7698000e+3	+1.0878916e+0	+0.1001472e-2
+1.7700000e+3	+1.0976574e+0	+0.1020499e-2
+1.7702000e+3	+1.0994886e+0	+0.1028823e-2
+1.7704000e+3	+1.0805671e+0	+0.1044282e-2
+1.7706000e+3	+1.0994886e+0	+0.1056174e-2
+1.7708000e+3	+1.0994886e+0	+0.1050228e-2
+1.7710000e+3	+1.0793463e+0	+0.1060931e-2
+1.7712000e+3	+1.1013198e+0	+0.1031201e-2
+1.7714000e+3	+1.1031508e+0	+0.1005039e-2
+1.7716000e+3	+1.0762944e+0	+0.1020499e-2
+1.7718000e+3	+1.0860604e+0	+0.1027634e-2
+1.7720000e+3	+1.0994886e+0	+0.1051418e-2
+1.7722000e+3	+1.0787359e+0	+0.1030012e-2
+1.7724000e+3	+1.0860604e+0	+0.0996715e-2
+1.7726000e+3	+1.1007093e+0	+0.1043093e-2
+1.7728000e+3	+1.0750737e+0	+0.1031201e-2
+1.7730000e+3	+1.0854501e+0	+0.1047850e-2
+1.7732000e+3	+1.1049820e+0	+0.1027634e-2
+1.7734000e+3	+1.0830085e+0	+0.1022877e-2
+1.7736000e+3	+1.0817878e+0	+0.1040715e-2
+1.7738000e+3	+1.1049820e+0	+0.1026444e-2
+1.7740000e+3	+1.0720218e+0	+0.1030012e-2
+1.7742000e+3	+1.0891123e+0	+0.1044282e-2
+1.7744000e+3	+1.1037612e+0	+0.1037147e-2
+1.7746000e+3	+1.0805671e+0	+0.1053796e-2
+1.7748000e+3	+1.0970471e+0	+0.1021688e-2
+1.7750000e+3	+1.0897226e+0	+0.1021688e-2
+1.7752000e+3	+1.0860604e+0	+0.1063309e-2
+1.7754000e+3	+1.0885019e+0	+0.1031201e-2
+1.7756000e+3	+1.0927745e+0	+0.1030012e-2
+1.7758000e+3	+1.0866708e+0	+0.1056174e-2
+1.7760000e+3	+1.1000990e+0	+0.1020499e-2
+1.7762000e+3	+1.0939952e+0	+0.1049039e-2
+1.7764000e+3	+1.0878916e+0	+0.1044282e-2
+1.7766000e+3	+1.0994886e+0	+0.0996715e-2
+1.7768000e+3	+1.0866708e+0	+0.1020499e-2
+1.7770000e+3	+1.0744634e+0	+0.1025255e-2
+1.7772000e+3	+1.1025405e+0	+0.1043093e-2
+1.7774000e+3	+1.0738530e+0	+0.1034769e-2
+1.7776000e+3	+1.0848397e+0	+0.1020499e-2
+1.7778000e+3	+1.0921642e+0	+0.1020499e-2
+1.7780000e+3	+1.0799567e+0	+0.1006228e-2
+1.7782000e+3	+1.0775152e+0	+0.1065688e-2
+1.7784000e+3	+1.0946057e+0	+0.1030012e-2
+1.7786000e+3	+1.0805671e+0	+0.1015742e-2
+1.7788000e+3	+1.0732425e+0	+0.1009796e-2
+1.7790000e+3	+1.0946057e+0	+0.1009796e-2
+1.7792000e+3	+1.0866708e+0	+0.1065688e-2
+1.7794000e+3	+1.0756841e+0	+0.1050228e-2
+1.7796000e+3	+1.0866708e+0	+0.1015742e-2
+1.7798000e+3	+1.0836189e+0	+0.1039526e-2
+1.7800000e+3	+1.0701907e+0	+0.1039526e-2
+1.7802000e+3	+1.0994886e+0	+0.1025255e-2
+1.7804000e+3	+1.0891123e+0	+0.1039526e-2
+1.7806000e+3	+1.0750737e+0	+0.1009796e-2
+1.7808000e+3	+1.0866708e+0	+0.1013363e-2
+1.7810000e+3	+1.0830085e+0	+0.1001472e-2
+1.7812000e+3	+1.0701907e+0	+0.1040715e-2
+1.7814000e+3	+1.0897226e+0	+0.1039526e-2
+1.7816000e+3	+1.0671389e+0	+0.1025255e-2
+1.7818000e+3	+1.0750737e+0	+0.1001472e-2
+1.7820000e+3	+1.0781256e+0	+0.1040715e-2
+1.7822000e+3	+1.0744634e+0	+0.1026444e-2
+1.7824000e+3	+1.0726322e+0	+0.1049039e-2
+1.7826000e+3	+1.0701907e+0	+0.1009796e-2
+1.7828000e+3	+1.0854501e+0	+0.1070445e-2
+1.7830000e+3	+1.0799567e+0	+0.1058553e-2
+1.7832000e+3	+1.0659181e+0	+0.0994336e-2
+1.7834000e+3	+1.0830085e+0	+0.1058553e-2
+1.7836000e+3	+1.0659181e+0	+0.1025255e-2
+1.7838000e+3	+1.0695803e+0	+0.1044282e-2
+1.7840000e+3	+1.0848397e+0	+0.1001472e-2
+1.7842000e+3	+1.0714115e+0	+0.1021688e-2
+1.7844000e+3	+1.0793463e+0	+0.1039526e-2
+1.7846000e+3	+1.0750737e+0	+0.1050228e-2
+1.7848000e+3	+1.0701907e+0	+0.1037147e-2
+1.7850000e+3	+1.0750737e+0	+0.1025255e-2
+1.7852000e+3	+1.0714115e+0	+0.1010985e-2
+1.7854000e+3	+1.0701907e+0	+0.1001472e-2
+1.7856000e+3	+1.0830085e+0	+0.1026444e-2
+1.7858000e+3	+1.0805671e+0	+0.0996715e-2
+1.7860000e+3	+1.0732425e+0	+0.1008607e-2
+1.7862000e+3	+1.0799567e+0	+0.0996715e-2
+1.7864000e+3	+1.0793463e+0	+0.1037147e-2
+1.7866000e+3	+1.0732425e+0	+0.1001472e-2
+1.7868000e+3	+1.0866708e+0	+0.1024066e-2
+1.7870000e+3	+1.0744634e+0	+0.1037147e-2
+1.7872000e+3	+1.0677493e+0	+0.1026444e-2
+1.7874000e+3	+1.0799567e+0	+0.1033580e-2
+1.7876000e+3	+1.0799567e+0	+0.1013363e-2
+1.7878000e+3	+1.0701907e+0	+0.0996715e-2
+1.7880000e+3	+1.0714115e+0	+0.1034769e-2
+1.7882000e+3	+1.0793463e+0	+0.0977688e-2
+1.7884000e+3	+1.0659181e+0	+0.0995526e-2
+1.7886000e+3	+1.0750737e+0	+0.1058553e-2
+1.7888000e+3	+1.0708011e+0	+0.1030012e-2
+1.7890000e+3	+1.0714115e+0	+0.1031201e-2
+1.7892000e+3	+1.0762944e+0	+0.1006228e-2
+1.7894000e+3	+1.0732425e+0	+0.1039526e-2
+1.7896000e+3	+1.0689700e+0	+0.1021688e-2
+1.7898000e+3	+1.0787359e+0	+0.1034769e-2
+1.7900000e+3	+1.0750737e+0	+0.1020499e-2
+1.7902000e+3	+1.0726322e+0	+0.1031201e-2
+1.7904000e+3	+1.0781256e+0	+0.1012174e-2
+1.7906000e+3	+1.0701907e+0	+0.1005039e-2
+1.7908000e+3	+1.0708011e+0	+0.1008607e-2
+1.7910000e+3	+1.0769048e+0	+0.1051418e-2
+1.7912000e+3	+1.0659181e+0	+0.1040715e-2
+1.7914000e+3	+1.0689700e+0	+0.1015742e-2
+1.7916000e+3	+1.0732425e+0	+0.1020499e-2
+1.7918000e+3	+1.0732425e+0	+0.1043093e-2
+1.7920000e+3	+1.0701907e+0	+0.1013363e-2
+1.7922000e+3	+1.0732425e+0	+0.0991958e-2
+1.7924000e+3	+1.0744634e+0	+0.1035958e-2
+1.7926000e+3	+1.0720218e+0	+0.1032391e-2
+1.7928000e+3	+1.0701907e+0	+0.1038336e-2
+1.7930000e+3	+1.0726322e+0	+0.1020499e-2
+1.7932000e+3	+1.0677493e+0	+0.1037147e-2
+1.7934000e+3	+1.0714115e+0	+0.1012174e-2
+1.7936000e+3	+1.0744634e+0	+0.1053796e-2
+1.7938000e+3	+1.0744634e+0	+0.1027634e-2
+1.7940000e+3	+1.0744634e+0	+0.1020499e-2
+1.7942000e+3	+1.0805671e+0	+0.1043093e-2
+1.7944000e+3	+1.0671389e+0	+0.1028823e-2
+1.7946000e+3	+1.0677493e+0	+0.1066877e-2
+1.7948000e+3	+1.0750737e+0	+0.1043093e-2
+1.7950000e+3	+1.0689700e+0	+0.1050228e-2
+1.7952000e+3	+1.0683596e+0	+0.1020499e-2
+1.7954000e+3	+1.0769048e+0	+0.1030012e-2
+1.7956000e+3	+1.0732425e+0	+0.1020499e-2
+1.7958000e+3	+1.0732425e+0	+0.1065688e-2
+1.7960000e+3	+1.0769048e+0	+0.1020499e-2
+1.7962000e+3	+1.0677493e+0	+0.1030012e-2
+1.7964000e+3	+1.0720218e+0	+0.1025255e-2
+1.7966000e+3	+1.0762944e+0	+0.1043093e-2
+1.7968000e+3	+1.0646974e+0	+0.1027634e-2
+1.7970000e+3	+1.0708011e+0	+0.1005039e-2
+1.7972000e+3	+1.0732425e+0	+0.1018120e-2
+1.7974000e+3	+1.0659181e+0	+0.1037147e-2
+1.7976000e+3	+1.0720218e+0	+0.1010985e-2
+1.7978000e+3	+1.0799567e+0	+0.1010985e-2
+1.7980000e+3	+1.0750737e+0	+0.1027634e-2
+1.7982000e+3	+1.0854501e+0	+0.1020499e-2
+1.7984000e+3	+1.0732425e+0	+0.1044282e-2
+1.7986000e+3	+1.0799567e+0	+0.1034769e-2
+1.7988000e+3	+1.0860604e+0	+0.1044282e-2
+1.7990000e+3	+1.0750737e+0	+0.1038336e-2
+1.7992000e+3	+1.0762944e+0	+0.0995526e-2
+1.7994000e+3	+1.0860604e+0	+0.1035958e-2
+1.7996000e+3	+1.0842294e+0	+0.1025255e-2
+1.7998000e+3	+1.0775152e+0	+0.1039526e-2
+1.8000000e+3	+1.0805671e+0	+0.1003850e-2
+1.8002000e+3	+1.0750737e+0	+0.1027634e-2
+1.8004000e+3	+1.0781256e+0	+0.1024066e-2
+1.8006000e+3	+1.0915538e+0	+0.1015742e-2
+1.8008000e+3	+1.0756841e+0	+0.1001472e-2
+1.8010000e+3	+1.0909435e+0	+0.1087093e-2
+1.8012000e+3	+1.0885019e+0	+0.1020499e-2
+1.8014000e+3	+1.0714115e+0	+0.1045472e-2
+1.8016000e+3	+1.0775152e+0	+0.1047850e-2
+1.8018000e+3	+1.0732425e+0	+0.1020499e-2
+1.8020000e+3	+1.0714115e+0	+0.1020499e-2
+1.8022000e+3	+1.0732425e+0	+0.1020499e-2
+1.8024000e+3	+1.0744634e+0	+0.1075201e-2
+1.8026000e+3	+1.0762944e+0	+0.1040715e-2
+1.8028000e+3	+1.0714115e+0	+0.1044282e-2
+1.8030000e+3	+1.0793463e+0	+0.1007417e-2
+1.8032000e+3	+1.0750737e+0	+0.1009796e-2
+1.8034000e+3	+1.0744634e+0	+0.1039526e-2
+1.8036000e+3	+1.0769048e+0	+0.1039526e-2
+1.8038000e+3	+1.0854501e+0	+0.1024066e-2
+1.8040000e+3	+1.0744634e+0	+0.1046661e-2
+1.8042000e+3	+1.0744634e+0	+0.1058553e-2
+1.8044000e+3	+1.0830085e+0	+0.1026444e-2
+1.8046000e+3	+1.0750737e+0	+0.1038336e-2
+1.8048000e+3	+1.0769048e+0	+0.1044282e-2
+1.8050000e+3	+1.0854501e+0	+0.1046661e-2
+1.8052000e+3	+1.0695803e+0	+0.1020499e-2
+1.8054000e+3	+1.0927745e+0	+0.1002661e-2
+1.8056000e+3	+1.0811775e+0	+0.1028823e-2
+1.8058000e+3	+1.0701907e+0	+0.1016931e-2
+1.8060000e+3	+1.0793463e+0	+0.1021688e-2
+1.8062000e+3	+1.0762944e+0	+0.1015742e-2
+1.8064000e+3	+1.0677493e+0	+0.1025255e-2
+1.8066000e+3	+1.0714115e+0	+0.1001472e-2
+1.8068000e+3	+1.0817878e+0	+0.1013363e-2
+1.8070000e+3	+1.0726322e+0	+0.1005039e-2
+1.8072000e+3	+1.0708011e+0	+0.1012174e-2
+1.8074000e+3	+1.0799567e+0	+0.1053796e-2
+1.8076000e+3	+1.0732425e+0	+0.1039526e-2
+1.8078000e+3	+1.0726322e+0	+0.0995526e-2
+1.8080000e+3	+1.0756841e+0	+0.1031201e-2
+1.8082000e+3	+1.0634767e+0	+0.1043093e-2
+1.8084000e+3	+1.0854501e+0	+0.1022877e-2
+1.8086000e+3	+1.0836189e+0	+0.1027634e-2
+1.8088000e+3	+1.0744634e+0	+0.0983634e-2
+1.8090000e+3	+1.0872811e+0	+0.1028823e-2
+1.8092000e+3	+1.0854501e+0	+0.1034769e-2
+1.8094000e+3	+1.0799567e+0	+0.1031201e-2
+1.8096000e+3	+1.0946057e+0	+0.1034769e-2
+1.8098000e+3	+1.0946057e+0	+0.1031201e-2
+1.8100000e+3	+1.0854501e+0	+0.1045472e-2
+1.8102000e+3	+1.0921642e+0	+0.0995526e-2
+1.8104000e+3	+1.0897226e+0	+0.1062120e-2
+1.8106000e+3	+1.0775152e+0	+0.1022877e-2
+1.8108000e+3	+1.0976574e+0	+0.1008607e-2
+1.8110000e+3	+1.0909435e+0	+0.0999093e-2
+1.8112000e+3	+1.0811775e+0	+0.1030012e-2
+1.8114000e+3	+1.0988783e+0	+0.1009796e-2
+1.8116000e+3	+1.0927745e+0	+0.1058553e-2
+1.8118000e+3	+1.0854501e+0	+0.1037147e-2
+1.8120000e+3	+1.0988783e+0	+0.1025255e-2
+1.8122000e+3	+1.1013198e+0	+0.1020499e-2
+1.8124000e+3	+1.0793463e+0	+0.1046661e-2
+1.8126000e+3	+1.1013198e+0	+0.1025255e-2
+1.8128000e+3	+1.0994886e+0	+0.1009796e-2
+1.8130000e+3	+1.0946057e+0	+0.1053796e-2
+1.8132000e+3	+1.1025405e+0	+0.1007417e-2
+1.8134000e+3	+1.0988783e+0	+0.1041904e-2
+1.8136000e+3	+1.0891123e+0	+0.1025255e-2
+1.8138000e+3	+1.1037612e+0	+0.1044282e-2
+1.8140000e+3	+1.0994886e+0	+0.1058553e-2
+1.8142000e+3	+1.0939952e+0	+0.1056174e-2
+1.8144000e+3	+1.1043715e+0	+0.1034769e-2
+1.8146000e+3	+1.1025405e+0	+0.1049039e-2
+1.8148000e+3	+1.0933849e+0	+0.0995526e-2
+1.8150000e+3	+1.1037612e+0	+0.1018120e-2
+1.8152000e+3	+1.1049820e+0	+0.1032391e-2
+1.8154000e+3	+1.0946057e+0	+0.1026444e-2
+1.8156000e+3	+1.1049820e+0	+0.1044282e-2
+1.8158000e+3	+1.1031508e+0	+0.1026444e-2
+1.8160000e+3	+1.1037612e+0	+0.1021688e-2
+1.8162000e+3	+1.1092546e+0	+0.1030012e-2
+1.8164000e+3	+1.1025405e+0	+0.1043093e-2
+1.8166000e+3	+1.0946057e+0	+0.1022877e-2
+1.8168000e+3	+1.0939952e+0	+0.1010985e-2
+1.8170000e+3	+1.1019301e+0	+0.1041904e-2
+1.8172000e+3	+1.1025405e+0	+0.1041904e-2
+1.8174000e+3	+1.1007093e+0	+0.1027634e-2
+1.8176000e+3	+1.1000990e+0	+0.1039526e-2
+1.8178000e+3	+1.0897226e+0	+0.1046661e-2
+1.8180000e+3	+1.1019301e+0	+0.1020499e-2
+1.8182000e+3	+1.1049820e+0	+0.1044282e-2
+1.8184000e+3	+1.1031508e+0	+0.1015742e-2
+1.8186000e+3	+1.1025405e+0	+0.1046661e-2
+1.8188000e+3	+1.1025405e+0	+0.1020499e-2
+1.8190000e+3	+1.1019301e+0	+0.1003850e-2
+1.8192000e+3	+1.1019301e+0	+0.1049039e-2
+1.8194000e+3	+1.1025405e+0	+0.1010985e-2
+1.8196000e+3	+1.1031508e+0	+0.1009796e-2
+1.8198000e+3	+1.1031508e+0	+0.1030012e-2
+1.8200000e+3	+1.1031508e+0	+0.1030012e-2
+1.8202000e+3	+1.1037612e+0	+0.1006228e-2
+1.8204000e+3	+1.1049820e+0	+0.1054985e-2
+1.8206000e+3	+1.1025405e+0	+0.1047850e-2
+1.8208000e+3	+1.1025405e+0	+0.1015742e-2
+1.8210000e+3	+1.1000990e+0	+0.1037147e-2
+1.8212000e+3	+1.1049820e+0	+0.1066877e-2
+1.8214000e+3	+1.1043715e+0	+0.1032391e-2
+1.8216000e+3	+1.1068131e+0	+0.1034769e-2
+1.8218000e+3	+1.1104753e+0	+0.1033580e-2
+1.8220000e+3	+1.1074234e+0	+0.1034769e-2
+1.8222000e+3	+1.1080339e+0	+0.1072823e-2
+1.8224000e+3	+1.1080339e+0	+0.1034769e-2
+1.8226000e+3	+1.1007093e+0	+0.1008607e-2
+1.8228000e+3	+1.1019301e+0	+0.1034769e-2
+1.8230000e+3	+1.1013198e+0	+0.1020499e-2
+1.8232000e+3	+1.1049820e+0	+0.1044282e-2
+1.8234000e+3	+1.1000990e+0	+0.1009796e-2
+1.8236000e+3	+1.1049820e+0	+0.1018120e-2
+1.8238000e+3	+1.1074234e+0	+0.1022877e-2
+1.8240000e+3	+1.1055924e+0	+0.1034769e-2
+1.8242000e+3	+1.1086442e+0	+0.1065688e-2
+1.8244000e+3	+1.1049820e+0	+0.1053796e-2
+1.8246000e+3	+1.0994886e+0	+0.0995526e-2
+1.8248000e+3	+1.0946057e+0	+0.1034769e-2
+1.8250000e+3	+1.0982679e+0	+0.1040715e-2
+1.8252000e+3	+1.1049820e+0	+0.1025255e-2
+1.8254000e+3	+1.1049820e+0	+0.1038336e-2
+1.8256000e+3	+1.1068131e+0	+0.1033580e-2
+1.8258000e+3	+1.1049820e+0	+0.1026444e-2
+1.8260000e+3	+1.1025405e+0	+0.1022877e-2
+1.8262000e+3	+1.0976574e+0	+0.1025255e-2
+1.8264000e+3	+1.1049820e+0	+0.1049039e-2
+1.8266000e+3	+1.0970471e+0	+0.1013363e-2
+1.8268000e+3	+1.0946057e+0	+0.1039526e-2
+1.8270000e+3	+1.0946057e+0	+0.1025255e-2
+1.8272000e+3	+1.1025405e+0	+0.1039526e-2
+1.8274000e+3	+1.0964367e+0	+0.1045472e-2
+1.8276000e+3	+1.1013198e+0	+0.1022877e-2
+1.8278000e+3	+1.1025405e+0	+0.1015742e-2
+1.8280000e+3	+1.1025405e+0	+0.1031201e-2
+1.8282000e+3	+1.1025405e+0	+0.1040715e-2
+1.8284000e+3	+1.1025405e+0	+0.1044282e-2
+1.8286000e+3	+1.0970471e+0	+0.1031201e-2
+1.8288000e+3	+1.0885019e+0	+0.1008607e-2
+1.8290000e+3	+1.0976574e+0	+0.1033580e-2
+1.8292000e+3	+1.0933849e+0	+0.1003850e-2
+1.8294000e+3	+1.0964367e+0	+0.1018120e-2
+1.8296000e+3	+1.1025405e+0	+0.1027634e-2
+1.8298000e+3	+1.0891123e+0	+0.1018120e-2
+1.8300000e+3	+1.0927745e+0	+0.1020499e-2
+1.8302000e+3	+1.0976574e+0	+0.1035958e-2
+1.8304000e+3	+1.0793463e+0	+0.1030012e-2
+1.8306000e+3	+1.0903330e+0	+0.1028823e-2
+1.8308000e+3	+1.0994886e+0	+0.1058553e-2
+1.8310000e+3	+1.0872811e+0	+0.1018120e-2
+1.8312000e+3	+1.0872811e+0	+0.1037147e-2
+1.8314000e+3	+1.0946057e+0	+0.1053796e-2
+1.8316000e+3	+1.0885019e+0	+0.1014553e-2
+1.8318000e+3	+1.0903330e+0	+0.1020499e-2
+1.8320000e+3	+1.1055924e+0	+0.1021688e-2
+1.8322000e+3	+1.0866708e+0	+0.1046661e-2
+1.8324000e+3	+1.0909435e+0	+0.1020499e-2
+1.8326000e+3	+1.1025405e+0	+0.1031201e-2
+1.8328000e+3	+1.0823982e+0	+0.1040715e-2
+1.8330000e+3	+1.0964367e+0	+0.1068066e-2
+1.8332000e+3	+1.1062027e+0	+0.1030012e-2
+1.8334000e+3	+1.0805671e+0	+0.1005039e-2
+1.8336000e+3	+1.0946057e+0	+0.1039526e-2
+1.8338000e+3	+1.1007093e+0	+0.1009796e-2
+1.8340000e+3	+1.0701907e+0	+0.1022877e-2
+1.8342000e+3	+1.0866708e+0	+0.1046661e-2
+1.8344000e+3	+1.0939952e+0	+0.1025255e-2
+1.8346000e+3	+1.0683596e+0	+0.1037147e-2
+1.8348000e+3	+1.0854501e+0	+0.1037147e-2
+1.8350000e+3	+1.0946057e+0	+0.1030012e-2
+1.8352000e+3	+1.0720218e+0	+0.1020499e-2
+1.8354000e+3	+1.0836189e+0	+0.1033580e-2
+1.8356000e+3	+1.0939952e+0	+0.1020499e-2
+1.8358000e+3	+1.0708011e+0	+0.1010985e-2
+1.8360000e+3	+1.0830085e+0	+0.1008607e-2
+1.8362000e+3	+1.0939952e+0	+0.1020499e-2
+1.8364000e+3	+1.0750737e+0	+0.1022877e-2
+1.8366000e+3	+1.0854501e+0	+0.1003850e-2
+1.8368000e+3	+1.0988783e+0	+0.1026444e-2
+1.8370000e+3	+1.0769048e+0	+0.1068066e-2
+1.8372000e+3	+1.0830085e+0	+0.1030012e-2
+1.8374000e+3	+1.0933849e+0	+0.1024066e-2
+1.8376000e+3	+1.0750737e+0	+0.1037147e-2
+1.8378000e+3	+1.0775152e+0	+0.0987201e-2
+1.8380000e+3	+1.0915538e+0	+0.1037147e-2
+1.8382000e+3	+1.0732425e+0	+0.1060931e-2
+1.8384000e+3	+1.0732425e+0	+0.1005039e-2
+1.8386000e+3	+1.0817878e+0	+0.1034769e-2
+1.8388000e+3	+1.0677493e+0	+0.1014553e-2
+1.8390000e+3	+1.0769048e+0	+0.0989580e-2
+1.8392000e+3	+1.0878916e+0	+0.1020499e-2
+1.8394000e+3	+1.0708011e+0	+0.1020499e-2
+1.8396000e+3	+1.0872811e+0	+0.1008607e-2
+1.8398000e+3	+1.0854501e+0	+0.1028823e-2
+1.8400000e+3	+1.0720218e+0	+0.1001472e-2
+1.8402000e+3	+1.0970471e+0	+0.1020499e-2
+1.8404000e+3	+1.0720218e+0	+0.0996715e-2
+1.8406000e+3	+1.0708011e+0	+0.1032391e-2
+1.8408000e+3	+1.0854501e+0	+0.1058553e-2
+1.8410000e+3	+1.0726322e+0	+0.1008607e-2
+1.8412000e+3	+1.0726322e+0	+0.1031201e-2
+1.8414000e+3	+1.0933849e+0	+0.0997904e-2
+1.8416000e+3	+1.0720218e+0	+0.1009796e-2
+1.8418000e+3	+1.0781256e+0	+0.1001472e-2
+1.8420000e+3	+1.0744634e+0	+0.1005039e-2
+1.8422000e+3	+1.0762944e+0	+0.1032391e-2
+1.8424000e+3	+1.0714115e+0	+0.1049039e-2
+1.8426000e+3	+1.0793463e+0	+0.1020499e-2
+1.8428000e+3	+1.0830085e+0	+0.1007417e-2
+1.8430000e+3	+1.0756841e+0	+0.1020499e-2
+1.8432000e+3	+1.0744634e+0	+0.1050228e-2
+1.8434000e+3	+1.0732425e+0	+0.1025255e-2
+1.8436000e+3	+1.0708011e+0	+0.1020499e-2
+1.8438000e+3	+1.0769048e+0	+0.1027634e-2
+1.8440000e+3	+1.0762944e+0	+0.1001472e-2
+1.8442000e+3	+1.0683596e+0	+0.1050228e-2
+1.8444000e+3	+1.0708011e+0	+0.1027634e-2
+1.8446000e+3	+1.0769048e+0	+0.1022877e-2
+1.8448000e+3	+1.0677493e+0	+0.1053796e-2
+1.8450000e+3	+1.0750737e+0	+0.1039526e-2
+1.8452000e+3	+1.0866708e+0	+0.1037147e-2
+1.8454000e+3	+1.0744634e+0	+0.1046661e-2
+1.8456000e+3	+1.0787359e+0	+0.1034769e-2
+1.8458000e+3	+1.0830085e+0	+0.1034769e-2
+1.8460000e+3	+1.0695803e+0	+0.1034769e-2
+1.8462000e+3	+1.0781256e+0	+0.1005039e-2
+1.8464000e+3	+1.0854501e+0	+0.1031201e-2
+1.8466000e+3	+1.0701907e+0	+0.1026444e-2
+1.8468000e+3	+1.0708011e+0	+0.1025255e-2
+1.8470000e+3	+1.0775152e+0	+0.1051418e-2
+1.8472000e+3	+1.0732425e+0	+0.1038336e-2
+1.8474000e+3	+1.0738530e+0	+0.1044282e-2
+1.8476000e+3	+1.0781256e+0	+0.1027634e-2
+1.8478000e+3	+1.0744634e+0	+0.1037147e-2
+1.8480000e+3	+1.0787359e+0	+0.1049039e-2
+1.8482000e+3	+1.0762944e+0	+0.1031201e-2
+1.8484000e+3	+1.0714115e+0	+0.1051418e-2
+1.8486000e+3	+1.0769048e+0	+0.1020499e-2
+1.8488000e+3	+1.0714115e+0	+0.1009796e-2
+1.8490000e+3	+1.0677493e+0	+0.1005039e-2
+1.8492000e+3	+1.0677493e+0	+0.1050228e-2
+1.8494000e+3	+1.0640870e+0	+0.1012174e-2
+1.8496000e+3	+1.0677493e+0	+0.1062120e-2
+1.8498000e+3	+1.0646974e+0	+0.1020499e-2
+1.8500000e+3	+1.0665284e+0	+0.1021688e-2
+1.8502000e+3	+1.0659181e+0	+0.1037147e-2
+1.8504000e+3	+1.0646974e+0	+0.1021688e-2
+1.8506000e+3	+1.0646974e+0	+0.0990769e-2
+1.8508000e+3	+1.0640870e+0	+0.1037147e-2
+1.8510000e+3	+1.0634767e+0	+0.1018120e-2
+1.8512000e+3	+1.0628662e+0	+0.1027634e-2
+1.8514000e+3	+1.0659181e+0	+0.1045472e-2
+1.8516000e+3	+1.0659181e+0	+0.1010985e-2
+1.8518000e+3	+1.0604248e+0	+0.0996715e-2
+1.8520000e+3	+1.0671389e+0	+0.1013363e-2
+1.8522000e+3	+1.0671389e+0	+0.1041904e-2
+1.8524000e+3	+1.0683596e+0	+0.1015742e-2
+1.8526000e+3	+1.0683596e+0	+0.1001472e-2
+1.8528000e+3	+1.0683596e+0	+0.1050228e-2
+1.8530000e+3	+1.0683596e+0	+0.0995526e-2
+1.8532000e+3	+1.0689700e+0	+0.1081147e-2
+1.8534000e+3	+1.0683596e+0	+0.1009796e-2
+1.8536000e+3	+1.0726322e+0	+0.1008607e-2
+1.8538000e+3	+1.0689700e+0	+0.1034769e-2
+1.8540000e+3	+1.0738530e+0	+0.1053796e-2
+1.8542000e+3	+1.0750737e+0	+0.1021688e-2
+1.8544000e+3	+1.0701907e+0	+0.1021688e-2
+1.8546000e+3	+1.0665284e+0	+0.1052607e-2
+1.8548000e+3	+1.0769048e+0	+0.1020499e-2
+1.8550000e+3	+1.0708011e+0	+0.1058553e-2
